"","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"50",28720.69,28447.66,28476.55,28952.03,29450.9,29901.99,30628.38,31730.59,33106.18,34505.21,35402.37,35826.17,36605.76,38032.74,39404.98,40353.47,41330.25,42555.66,43552.83,43950.56,44075.64,44023.51,43471.03,42746.38,42424.79,42348.26,42627.86,43453.72,44983.8,47134.84,48351.03,48576.21,49127.68,50660.59,52960.44,54831.55,56206.57,57606.48,59258.72,61033.12,62557.44,64084.83,65606.91,66880.93,66973.26,65680.96,64108.36,62978.49,64661.11,71187.9,77793.22,79435.77,79096.35,78973.9,80154.8,82514.28,82589.91,81436.8,80130.95,79402.68,78875.4,76412.81,74526.02,74147.99,75799.25,79814.46,82550.07,84155.93,86453.7,89444.58,92860.06,94956.08,97937.87,104042.06,109154.34,116816.6,127376.65,130199.57,128437.34,129189.29,130327.93,131178.92,132392.42,133707.07,136267.68,139515.44,141703.65,144066.55,147188.88,150739.51,154313.89
"51",28186.61,28499.7,28373.09,28350.95,28676.57,29101.01,29552.02,30253.31,31305.28,32656.26,34105.75,35052.37,35451.01,36205.48,37607.6,38954.93,39928.76,40930.15,42180.88,43202.84,43575.3,43650.45,43573.62,43046.47,42346.44,42024.78,41973.49,42353.53,43304.2,44858.63,46959.65,48100.68,48225.87,48752.91,50335.83,52660.52,54506.52,55856.58,57256.36,58883.79,60607.96,62082.3,63584.84,65107.13,66421.08,66454.49,65032.19,63559.27,62529.85,64055.54,70326.11,76850.17,78718.34,78627.71,78371.5,79068.08,81206.12,81547.24,80807.49,79654.96,78815.08,78363.88,76125.08,74431.29,74062.19,75460.79,79372.99,82335.72,84276.1,86594.86,89145.66,92211.61,94465.35,97726.9,103849,109010.19,116764.08,127156.05,129980.22,128366.93,129025.65,130020.09,130937.4,132237.3,133567.35,136148.76,139522.49,141892.69,144342.05,147433.44,150874.03
"52",27104.7,27953.35,28425.15,28297.3,28100.24,28326.5,28750.87,29176.83,29828,30855.45,32206.42,33655.78,34652.89,35100.79,35830.67,37207.85,38529.84,39478.78,40530.73,41830.94,42827.58,43175.34,43225.35,43098.6,42546.47,41846.18,41550.04,41573.71,42028.87,43004.2,44533.49,46584.65,47700.78,47825.94,48403.2,50036.45,52259.73,54031.97,55457.14,56881.41,58458.68,60158.16,61607.46,63060.43,64602.53,65911.89,65774.22,64264.49,62947.72,62355.33,64282.4,70156.25,76039.17,77924.83,78035.59,77921.4,78515.83,80192.98,80486.26,80168.83,79450.4,78708.88,78010.75,75774.13,74337.7,74116.17,75388.37,79049.73,82050.62,84244.06,86609.04,88789.41,91492.38,93944.63,97591.95,103755.64,108951.54,116681.02,126861.63,129733.56,128268.64,128726.97,129529.85,130538.38,132027.48,133439.55,136143.55,139585.46,141965.88,144530.91,147678.05
"53",26013.62,26878.9,27878.47,28274.33,27971.7,27700.19,27926.47,28325.73,28701.64,29328.15,30355.6,31731.66,33205.82,34177.58,34600.88,35355.83,36757.93,38079.85,39054.01,40105.52,41380.9,42377.58,42675.04,42650.41,42498.66,41946.47,41271.29,41075.7,41274.7,41854.15,42778.51,44157.92,46109.57,47226.07,47401.2,47977.98,49561.22,51759.88,53506.88,54907.27,56331.49,57883.54,59558.42,61007.72,62478.06,64001.82,65196.68,64917.51,63381.93,62571.13,62455.31,64114.44,69551.18,75090.18,76944.73,77191.35,77228.53,77842.98,79123.08,79395.56,79457.74,79044.83,78425.6,77586.31,75395.82,74161.65,74046.39,75276.61,78674.83,81645.6,83901.19,86074.11,88175.76,90844.7,93502.19,97405.98,103530.48,108750.64,116475.51,126480.91,129265.17,127720.05,128120.85,128916.13,130091.66,131733.87,133212.84,136014.97,139508.23,141982.6,144633.13
"54",25237.71,25778.47,26778.63,27702.94,27923.58,27521.62,27300.67,27551.24,27900.49,28276.96,28928.25,29930.52,31281.71,32780.9,33777.69,34175.61,34880.76,36257.96,37579.91,38554.04,39605.5,40855.75,41802.49,42100.51,42100.49,41923.44,41371.67,40771.6,40676.24,40924.46,41479.01,42353.31,43657.63,45534.42,46651.31,46901.71,47527.89,49086.43,51234.63,52957.09,54357.51,55781.61,57333.97,58958.54,60369.43,61856.77,63315.52,64374.64,63939.17,62733.07,62549.33,62269,63609.67,68932.51,74098.15,75851.99,76190.64,76434.35,77135.98,78048.66,78367.25,78813.26,78613.86,78090.52,77132.36,74883.1,73729.99,73825.57,75114.26,78204.05,80934.47,83154.71,85339.63,87557.24,90261.78,93024.2,97065.99,103230.82,108545.01,116263.38,125995.13,128487.21,126865.7,127279.91,128159.32,129497.74,131284.06,132936.87,135890.17,139432.73,141958.23
"55",24861.44,24977.12,25653.6,26603.21,27327,27398.39,26996.82,26775.5,27001.3,27350.7,27727.15,28403.54,29430.57,30806.88,32331.04,33277.34,33650.97,34405.99,35807.99,37129.97,38053.63,39030.42,40255.9,41228,41550.68,41525.39,41323.55,40796.99,40272.25,40251.57,40524.43,41053.86,41853.07,43057.32,44884.52,46051.88,46377,47028.04,48561.2,50659.62,52332.06,53707.6,55157,56708.94,58341.74,59707.62,61041.35,62463.97,63493.54,63242.29,62433.79,62256.11,61770.38,63076.75,68214.32,73011.65,74746.09,75189.1,75638.31,76442.57,77212.63,77752.8,78318.98,78145.5,77742.24,76694.76,74431.32,73338.17,73566.92,74830.29,77607.16,80338.11,82409.48,84587.55,86968.69,89839.47,92773.18,96802.61,102825.03,108232.24,116085.65,125637.35,127748.33,125944.24,126416.07,127375.2,128858.63,130813.68,132600.96,135662.19,139204.33
"56",24526.27,24574.21,24852.24,25478.07,26227.03,26801.8,26873.51,26496.81,26250.37,26451.42,26825.97,27227.22,27903.55,28930.63,30281.84,31781.02,32752.68,33150.89,33931.45,35358.19,36629.6,37478.49,38430.58,39681.47,40678.15,40975.56,40925.52,40723.62,40222.36,39772.56,39801.65,40049.01,40554.05,41327.87,42482.34,44284.76,45452,45777.09,46402.55,47911.78,50009.79,51657.11,53007.9,54457.4,56048.85,57634.14,58798.57,60059.92,61534.19,62855.68,63023.39,62153.26,61782.55,61217.33,62424.01,67525.05,72168.4,73762.06,74191.66,74880.07,76118.28,77013.55,77380.76,77781.16,77718.69,77500.41,76384.69,74026.88,72912.15,73216.68,74443.8,77052.7,79678.94,81696.11,83902.84,86588.22,89709.32,92663.21,96472.14,102327.89,107789.76,115714.38,125098.46,126829.24,124924.95,125629.5,126775.72,128313.08,130312.91,132232.4,135380.55
"57",23804.74,24226.11,24449.21,24676.67,25102.1,25701.82,26277.02,26348.4,25921.55,25675.67,25926.78,26326.03,26727.26,27403.42,28430.7,29781.8,31281.15,32252.7,32625.68,33356.3,34758.19,36029.65,36853.42,37780.87,39031.63,40028.22,40350.9,40325.63,40123.78,39597.21,39097.13,39126.86,39424.43,39954.12,40753.09,41907.18,43634.51,44777.29,45127.11,45752.55,47261.91,49334.75,50932.01,52258.14,53756.37,55288.56,56637.71,57686.48,58991.52,60802.67,62397.33,62370.41,61478.52,61221.45,60521.61,61437.13,66361.95,71085.11,72737.55,73153.68,73852.95,75299.69,76527.1,76925.9,77146.87,77029.97,76888.89,75895.64,73563.43,72348.08,72653.1,73848.63,76364.13,79052.28,81049.16,83294.64,86229.71,89485.54,92410.89,96088.48,101841.98,107231.37,115137.17,124416.38,125891.37,123893.37,124797.15,126173.21,127749.18,129798.43,131801.82
"58",22819.68,23479.53,24076.36,24248.39,24301.22,24652.08,25201.36,25676.67,25673.14,25246.88,25076.25,25402.02,25825.94,26227.17,26878.26,27880.75,29257.19,30755.91,31677.62,32025.63,32756.45,34158.55,35429.78,36228.58,37105.92,38331.88,39328.33,39651.15,39651.21,39499.09,38972,38447.03,38477.05,38774.14,39304.26,40103.15,41232.05,42884.31,43952.15,44277.34,44927.72,46487.55,48584.9,50157.55,51470.15,52907.02,54208.83,55367.13,56417.01,58079.59,60324.03,61708.13,61421.03,60713.55,60533.54,59752.91,60492.69,65232.88,69966.15,71673.44,72201.09,73019.56,74515.79,75928.27,76412.43,76580.73,76480.87,76345.7,75367.24,72994.16,71691.22,72073.9,73160.4,75603.91,78418.76,80665.16,83155.27,86019.84,89202.86,92107.85,95647.15,101228.96,106523.45,114408.96,123614.5,125019.93,123125.67,124153.13,125568.89,127152.93,129224.24
"59",21827.56,22477.35,23304.81,23850.86,23872.88,23825.94,24152.09,24676.07,25076.28,25023.31,24622.22,24476.32,24827.26,25301.03,25727.29,26378.26,27330.57,28631.92,30156.34,31127.68,31425.18,32081.25,33458.86,34704.97,35478.7,36356.02,37556.76,38578.93,39001.74,39051.28,38848.69,38221.65,37647.04,37677.14,37999.5,38579.64,39377.92,40431.92,41983.99,43052.74,43477.86,44152.36,45662.94,47710.16,49290.86,50535.6,51774.36,52938.6,54011.71,55309.38,57309.23,59463.98,60672.88,60387.36,59836.53,59603.44,58624.62,59315.47,64025.98,68837.61,70710.31,71413.57,72190.23,73644.54,75377.1,75975.38,76019.67,75913.32,75716.2,74697.01,72428.4,71268.4,71519.05,72461.78,74922.05,77975.17,80475.91,83004.98,85731.74,88818.28,91753.06,95158.82,100579.22,105808.17,113678.07,122881.2,124329.77,122459.66,123440.4,124907.86,126582.84
"60",20876.37,21428.46,22226.42,22979.43,23374.91,23322.17,23275.75,23551.43,23975.25,24351.39,24373.6,24047.03,23951.46,24301.62,24725.52,25127.01,25778.03,26730.26,28031.69,29530.79,30452.05,30724.72,31381.11,32733.48,33954.85,34728.44,35555.42,36731.8,37829.16,38301.48,38325.72,38047.92,37346.15,36772,36877.17,37274.06,37854,38602.43,39580.95,41033.27,42077.57,42552.59,43251.95,44737.92,46795.34,48373.19,49415.51,50461,51528.25,53190.31,55341.87,56911.43,58416.53,59541.47,59225.08,58740.16,58409.79,57377.04,58121.03,62799.25,67825.85,69976.17,70691.69,71327.61,72757.04,74687.82,75309.9,75300.06,75244.03,74975.8,73921.76,71862.84,70718.54,70926.78,71804.4,74345.14,77660.44,80312.07,82797.37,85371.6,88335.01,91144.54,94434.92,99813.75,105050.19,112984.82,122230.38,123689.63,121773.23,122736.33,124271.67
"61",19670.06,20477.3,21178.29,21901.42,22503.39,22799.86,22722.63,22675.76,22926.27,23300.53,23651.51,23698.88,23422.42,23351.22,23726.96,24175.62,24577.1,25228.06,26180.23,27456.46,28880.33,29752.05,29999.71,30606.17,31933.56,33154.87,33903.26,34680.32,35857.06,37004.42,37501.54,37500.54,37172.85,36471.42,35947.18,36077.31,36474.16,37054.14,37777.08,38705.94,40108.17,41127.5,41627.96,42351.97,43825.41,45799.96,47249.34,48184.95,49137.46,50105.07,51794.1,54212.78,55908.27,57321.43,58354.37,58003.37,57609.22,57232.17,56143.77,56929.64,61642.94,66916.6,69249.77,69960.43,70487.67,71738.36,73749.02,74543.15,74569.52,74478.79,74176.84,73253.42,71244.3,70172.75,70389.46,71401.53,74156.35,77467.01,80018.48,82528.12,84958.22,87663.13,90362.11,93625.51,98954.91,104243.14,112333.18,121579.91,122948.51,120993.15,121941.43
"62",18137.72,19303.57,20252.25,20928.06,21500.42,21978.52,22274.94,22197.22,22100.61,22326.43,22700.42,23051.62,23098.85,22847.15,22801.46,23151.69,23600.79,24027.11,24652.76,25555.27,26781.25,28129.86,28927.14,29200.44,29856.43,31133.64,32280.07,33028.69,33855.92,35082.55,36229.36,36626.19,36550.82,36248.13,35571.45,35046.91,35152.15,35549.25,36179.37,36901.98,37780.97,39158.24,40177.79,40678.25,41432.66,42852.94,44650.64,46033.83,46902.97,48041.01,49462.8,51048.29,53176.67,54802.89,56125.38,57283.65,57110.44,56625.43,56022.94,54904.43,55934.83,60821.66,66107.76,68438.25,69138.41,69717.45,70963.89,72903.98,73679.65,73703.87,73590,73310.26,72476.79,70603.4,69618.82,69892.18,71011.46,73911.72,77149.74,79703.22,82238.88,84355.17,86793.86,89483.71,92784.22,98197.11,103626.49,111682.51,120808.37,122187.2,120244.83
"63",16805.51,17729.27,19028.49,19901.47,20377.36,20850.21,21353.73,21674.88,21546.42,21375.6,21601.84,22000.39,22351.75,22423.83,22222.33,22201.46,22526.56,22950.67,23377.15,23952.27,24754.85,25906.09,27255.25,28102.75,28375.34,28981.64,30233.99,31380.13,32129,32931.06,34082.36,35204.66,35651.53,35575.78,35248.19,34596.78,34096.82,34202.33,34598.83,35204.42,35902.01,36755.7,38058.17,39028.09,39533.8,40283.63,41646.8,43338.44,44646.82,45757.75,47182.2,48474.89,49906.17,52020.69,53591.66,54805.58,56018.91,56044.42,55541.75,54757.56,53627.83,54866.36,59893.26,65200.59,67527.76,68210.07,68827.42,70099.51,71990.03,72744.1,72652.48,72471.38,72232.23,71633.52,70023.52,69072.82,69240.66,70452.59,73582.89,76823.89,79177.14,81428.24,83440.99,85867.42,88558.47,92013.99,97628.85,103086.52,111017.26,120010.65,121339.08
"64",15828.04,16376.24,17379.01,18602.97,19325.9,19702.12,20150.06,20628.67,20899.63,20797.37,20726.24,20976.71,21325.16,21651.59,21723.93,21522.18,21501.64,21851.7,22300.59,22676.74,23177,23954.99,25081.1,26380.49,27202.88,27475.32,28056.53,29233.86,30330.57,31129.64,31955.98,33057.35,34154.9,34576.47,34475.9,34148.35,33496.75,32996.79,33102.19,33523.97,34179.67,34876.64,35655.61,36833.03,37744.68,38317.37,39107.85,40387.25,41909.02,43314.43,44753.19,46137.96,47232.86,48657.21,50759.73,52320.01,53504.88,54777.86,54995.24,54501.99,53639.62,52550.81,53856.89,58922.33,64249.08,66504.83,67065.29,67786.1,69145.53,70932.82,71591,71475.46,71212.94,71141.87,70813.89,69324.26,68311.08,68460.92,69862.05,73208.96,76305.07,78260.06,80355.35,82392.53,84844.84,87729.32,91418.61,97098.44,102499.44,110336.97,119206.21
"65",14676.49,15325.35,15950.5,16928.06,18026.65,18650.04,19001.66,19424.07,19853.38,20124.55,20046.74,19950.65,20201.46,20599.48,20925.99,20973.3,20771.76,20751.12,21126.31,21599.91,21950.89,22401.06,23129.39,24205.66,25479.96,26277.19,26474.26,27006.12,28208.86,29304.81,30028.58,30780.01,31856.7,32954.13,33375.81,33300.54,33022.67,32370.88,31820.13,31926.82,32398.42,33078.89,33750.61,34454.6,35585.59,36544.93,37150.57,37881.03,38981.28,40983.29,43136.97,44153.39,44899.17,45913.92,47327.24,49333.74,50840.51,52100.07,53531.29,53936.4,53453,52545.66,51482.2,52820.79,57948.41,63178.56,65187.86,65736.28,66640.52,68052.9,69686.38,70235.63,70073.98,69930.38,70056.4,69975.67,68502.35,67387.4,67572.7,69215.34,72652.68,75377.64,77048.58,79121.5,81218.76,83811.8,86959.19,90764.67,96372.26,101714.77,109486.46
"66",13111.24,14227.38,14975.38,15550.82,16402.75,17376.48,17950.22,18276.5,18624.07,19003.21,19299.99,19272.18,19225.88,19476.1,19824.53,20151.16,20248.68,20071.8,20051.09,20401.12,20799.5,21075.67,21501.41,22229.7,23305.77,24554.76,25301.93,25474.41,25981.07,27133.5,28204.65,28953.83,29704.83,30706.26,31728.94,32151.1,32125.65,31847.67,31170.65,30645.92,30802.08,31298.28,31953.83,32600.87,33302.25,34436.66,35433.15,36048.26,36739.21,38007.21,40110.62,42006.78,42949.91,43699.53,44603.56,45994.85,47917.83,49383.19,50697.54,52259.21,52801.36,52295,51383.69,50395.33,51823.77,56927.86,61902.61,63709.06,64293.07,65343.71,66735.57,68150.76,68618.63,68557.71,68558.2,68860.03,68870.25,67413.3,66303.15,66584.74,68288.1,71538.75,74144.31,75752.95,77823.57,80105.04,82987.54,86219.2,90008.61,95625.28,100883.47
"67",11327.06,12678.9,13826.84,14550.19,15025.07,15777.37,16751.45,17324.98,17601.33,17924.33,18303.61,18599.97,18571.94,18525.73,18776.19,19124.27,19476.53,19573.41,19346.24,19301.14,19625.79,19973.97,20225.87,20676.93,21404.69,22430.63,23629.64,24352.13,24549.82,25055.98,26108.45,27079.78,27829.26,28579.87,29556.52,30604.33,31025.98,30950.78,30622.2,29946.07,29470.81,29626.77,30123.19,30829.3,31514.78,32231.71,33320.95,34248.16,34835.07,35840.29,37371.86,39018.12,40560.45,41625.83,42408.06,43191.54,44508.93,46442.59,47920.18,49255.09,50833.5,51386.24,50946.8,50142.21,49224.93,50699.75,55737.31,60475.21,62113.61,62762.71,63826.97,65138.11,66459.82,66998.74,67060.96,67265.39,67670.38,67690.16,66253.4,65239.61,65608.79,67265.68,70308.51,72783.43,74374.36,76641.48,79247.6,82282.82,85484.31,89257.19,94774.06
"68",9791.17,10904.02,12253.34,13326.5,13974.94,14424.83,15152.12,16051.03,16549.66,16801.53,17124.32,17478.62,17750,17746.88,17725.9,17976.15,18324.39,18676.47,18773.33,18521.09,18425.86,18725.69,19099.35,19376.29,19776.64,20429.69,21430.75,22629.74,23352.47,23499.4,23905.97,24908.51,25879.85,26604.18,27330.21,28306.78,29329.16,29700.98,29575.42,29247.67,28646.55,28245.64,28401.76,28847.75,29573.4,30239.29,30848.38,31934.97,32884.81,33765.37,35070.01,36236.37,37477.84,38997.74,40184.01,41041.96,41760.87,43013.15,44914.96,46392.12,47751.84,49311.83,49872.77,49524.35,48840.3,48042.3,49556.11,54468.83,58952.35,60374.84,60940.22,62145.37,63339,64626.66,65312.21,65606.84,65975.6,66440.23,66427.16,65071.53,64111.86,64503.88,66127.02,68988.11,71319.39,73077.51,75640.23,78395.36,81440.8,84692.94,88385.37
"69",8819.8,9427.59,10578.9,11827.97,12751.05,13324.91,13800.13,14526.94,15375.74,15849.95,16076.56,16349.09,16678.76,16949.75,16946.88,16925.86,17176.32,17549.53,17926.49,17998.15,17720.76,17600.69,17825.47,18149.92,18451.66,18851.37,19454.55,20405.71,21554.81,22252.6,22399.4,22780.93,23733.3,24679.99,25379.03,26055.19,27006.73,28004.14,28325.7,28200.91,27922.93,27346.41,26920.53,27026.78,27493.7,28154.62,28621.28,29292.73,30560.61,31584.4,32478.19,33640.66,34686.26,35863.39,37372.08,38557.93,39353.61,40118.52,41421.01,43312.78,44843.61,46237.33,47717.64,48255.85,48025.06,47451.65,46729.84,48307.41,53077.37,57240.59,58566.76,59308,60381.75,61491.46,62839.83,63718.2,64199.32,64741.94,65225.99,65140.38,63900.28,63034.74,63407.18,64891.14,67584.8,69963.44,72022.27,74752.9,77519.25,80601.67,83808.53
"70",8179.22,8449.78,9126.8,10202.56,11276.38,12075.24,12624.13,13074.19,13750.78,14575.65,15049.64,15276.2,15522.99,15828.14,16124.44,16146.13,16125.5,16375.64,16723.34,17075.88,17147.22,16819.47,16650.3,16925.75,17299.41,17550.65,17850.36,18404.14,19355.3,20504.2,21201.9,21298.35,21579.92,22482.95,23454.56,24178.45,24803.88,25655.66,26577.86,26875.05,26775.3,26547.08,25995.67,25518.99,25596,26053.41,26534.98,26869.41,27686.97,29543.01,30965.46,31341.12,32072.47,33121.93,34193.71,35567.82,36696.97,37551.43,38451.72,39825.77,41686.07,43200.71,44631.81,46082.18,46587.57,46410.99,45894.3,45284.39,46959.19,51601.43,55458.31,56853.47,57567.22,58544.3,59567.58,61052.09,62139.3,62853.92,63405.09,63860.14,63801.68,62599.79,61774.12,62142.74,63589.19,66258.52,68819.62,71017.57,73747.61,76564.41,79564.12
"71",7523.34,7824.58,8124.71,8701.52,9627.5,10627.08,11425.62,11949.4,12374.5,13026.42,13826.04,14299.87,14501.03,14748.63,15052.84,15274.21,15271.92,15275.45,15500.56,15849.04,16225.84,16272.27,15945.21,15825.92,16126.06,16449.13,16625.56,16925.82,17504.19,18430.13,19478.57,20076.75,20148.56,20404.69,21308.04,22304.69,23003.15,23603.97,24430.21,25277.74,25525.09,25425.15,25146.98,24520.68,24080.57,24206.95,24576.79,24896.67,25128.28,26254.63,28477.69,29704.73,29828.13,30544.1,31550.43,32523.4,33809.15,34885.35,35806.1,36839.58,38251.91,40049.95,41515.42,42959.43,44374.91,44890.05,44769.98,44288.22,43791.68,45572.11,50000.17,53722.28,55018.43,55748.97,56636.09,57761.87,59406.61,60617.94,61446.57,62043.85,62462.79,62278.08,61115.58,60404.35,60811.83,62279.12,65002.07,67654.34,69929.8,72674.88,75413.64
"72",6740.57,7175.03,7524.05,7799.28,8300.99,9126.69,10026.17,10749.89,11223.73,11624.64,12301.32,13100.46,13524.42,13700.85,13922.88,14177.99,14399.36,14421.25,14425.43,14650.43,14973.11,15300.52,15322.14,15020.74,14926.13,15200.6,15499.05,15700.85,16025.92,16554.1,17354.57,18328.6,18927.04,18998.47,19280.27,20183.55,21129.53,21778.22,22303.63,23055.46,23877.82,24125.04,24025.44,23747.01,23147.67,22744.06,22794.68,22990.45,23133,23453.44,24883.98,27072.72,28092.98,28155.22,28885.78,29952.22,30924.88,32103.51,33056.87,33984.18,35174.62,36653.24,38314.46,39698.36,41196.57,42651.08,43147.35,42988.26,42533.13,42193.86,43951.84,48316.85,51781.09,53120.41,53891.08,54865.9,56145.96,57808.62,58988.31,59903.92,60651.37,60904.84,60558.61,59484.39,58979.82,59472.93,60993.11,63712.58,66374.11,68757.92,71517.83
"73",5958.82,6325.19,6749.6,7048.84,7274.16,7725.56,8501.31,9325.64,9974.74,10449.46,10849.39,11451.07,12200.39,12624.19,12801.02,13022.92,13278.1,13474.02,13471.33,13475.44,13675.06,13972.93,14300.75,14322.71,14020.74,13926.14,14200.75,14498.99,14701.13,15025.91,15528.99,16254.25,17128.39,17651.94,17698.53,17980.61,18858.42,19754.59,20352.85,20828.68,21580.77,22427.7,22624.91,22450.53,22180.47,21617.46,21215.78,21229.52,21296.11,21440.5,21908.85,23341.52,25476.33,26446.55,26455.41,27128.01,28171.77,29205.96,30339.63,31163.35,32033.23,33317.8,34928.36,36526.1,37843.73,39370.37,40779.71,41272.86,41144.88,40678.04,40348,42146.35,46322.8,49785.02,51164.79,52035.85,53010.09,54445.41,56133.94,57293.32,58278.54,58882.63,59105.5,58731.29,57801.07,57487.66,58023.63,59507.08,62247.95,65068.71,67451.01
"74",5333.87,5574.87,5974.87,6349.21,6573.78,6748.8,7150.51,7876.25,8624.98,9225.01,9699.33,10099.58,10675.74,11349.7,11724.23,11900.99,12148.1,12428.16,12598.71,12571.19,12524.92,12649.82,12923.05,13301.68,13398.12,13095.39,12976.23,13225.51,13499.21,13676.05,13925.47,14353.77,15029.22,15878.47,16402.03,16423.41,16655.43,17508.51,18379.3,18902.75,19328.87,20055.52,20852.72,21025.25,20829.79,20559.95,20038.89,19667.21,19644.98,19755.56,20078.3,20501.38,21784.28,23897.79,24798.88,24700,25279.41,26330.33,27453.95,28545.02,29327.44,30235.66,31548.52,33188.73,34692.81,35899.45,37383.02,38784.41,39325.29,39224.83,38786.6,38501.18,40161.47,44266.23,47773.83,49247.89,50019.24,51020.8,52599.83,54355.32,55472.42,56263.55,56862.57,57186.48,56876.69,56053.94,55873.01,56480.19,57993.46,60756.9,63586.06
"75",4884.52,4948.78,5198.78,5549.39,5873.67,6047.75,6198.15,6574.63,7199.96,7875.06,8449.09,8898.78,9324.06,9874.41,10473.58,10823.52,11000.4,11221.95,11452.28,11598,11570.32,11524.01,11624.07,11923.41,12376.2,12446.71,12094.81,11975.5,12224.98,12473.21,12625.04,12899.89,13327.86,13927.9,14677.12,15125.89,15147.59,15379.06,16156.79,17003.51,17551.61,17927.03,18528.76,19201.2,19357.76,19183.12,18907.15,18431.86,18102.97,18191.16,18400.55,18632.54,18968.06,20236.58,22324.15,23169.43,23003.01,23482.65,24511.44,25715.39,26826.02,27587.38,28396.2,29685.21,31430.66,32885.19,33913.24,35270.69,36672.95,37343.23,37270.32,36909.74,36547.4,38122.49,42241.19,45748.79,47142.15,47883.57,48981.81,50783.59,52531.69,53418.88,54121.96,54731.87,55134.37,54914.11,54186.67,54087.15,54776.51,56385,59137.77
"76",4525.51,4472.96,4548.45,4773.87,5074.26,5373.42,5547.98,5673.07,5999.41,6575.09,7174.7,7699.4,8148.91,8523.18,9024.57,9623.93,9948.48,10075.12,10271.76,10502.31,10622.62,10544.73,10474.29,10625,10973.5,11400.98,11446.92,11094.75,10975.76,11225.02,11447.83,11549.94,11774.83,12152.76,12702.75,13401.96,13851.05,13897.83,14103.71,14856.97,15678.38,16151.07,16426.88,16979.01,17674.07,17788.81,17494.43,17223.52,16839.55,16668.89,16897.17,16984.34,17121.53,17461.7,18674.88,20690.2,21458.41,21287.77,21723.68,22724.32,23982.78,25104.58,25893.65,26654.17,27876.56,29588.94,30874.81,31767.24,33072.73,34505.69,35215.17,35267.39,34904.79,34545.39,36068.79,40185.6,43600.71,44978.43,45684.03,46879.42,48815.18,50392.41,51213.54,51855.32,52528.99,53132.94,53003.23,52300.64,52270.75,53049.34,54673
"77",4023.45,4173.36,4147.74,4173.72,4349.11,4599.09,4873.98,5048.39,5148.09,5425.03,5950.18,6499.82,6974.23,7373.67,7723.73,8199.49,8748.95,9048.49,9175.16,9372.43,9576.9,9672.69,9620.59,9574.84,9700,10023.58,10425.87,10421.73,10070.7,10001.03,10275.09,10472.95,10550.17,10749.74,11077.44,11577.69,12252.07,12701.19,12722.41,12903.79,13631.63,14377.84,14776.07,15001.84,15500.43,16110.75,16172.33,15898.48,15662.16,15399.78,15280.36,15411.39,15501.48,15679.7,15993.09,17058.54,18894.26,19685.41,19613.84,20001.43,20921.51,22168.01,23331.21,24186.5,24896.96,25971.38,27534.95,28741.14,29619.59,30905.41,32240.09,32995.28,33040.93,32779.52,32497.62,33961.31,37921.04,41349.79,42754.89,43464.32,44655.46,46501.68,48064.86,48914.9,49582.46,50234.46,50921.79,50910.33,50318.27,50371.76,51187.38
"78",3463,3623.97,3772.93,3747.62,3773.75,3948.53,4173.77,4398.71,4522.8,4598.29,4874.9,5349.82,5824.34,6299.18,6723.6,7023.16,7424.29,7923.62,8173.07,8275.13,8446.74,8601.82,8672.7,8646.42,8624.97,8724.68,8998.5,9375.99,9422.46,9120.08,9000.62,9225.11,9448.31,9550.2,9749.79,10052.53,10502.46,11101.81,11475.82,11523.11,11728.69,12356.1,13002.85,13351.09,13531.92,13973.23,14515.99,14547.22,14263.43,14175.18,14140.49,13944.91,13909.31,14016.84,14247,14571.32,15522.9,17188.48,17984.06,17958.59,18340.9,19233.17,20399.7,21573.72,22496.23,23196.79,24145.85,25521.17,26610.36,27488.15,28715.3,30041.43,30676.17,30763.87,30655.37,30559.17,31966.38,35743.45,39038.33,40519.13,41287.5,42356.94,44135.42,45632.85,46535.54,47264.66,48000.1,48751.73,48785.66,48257.17,48343.62
"79",3035.9,3098.68,3274.15,3398.21,3347.76,3348.52,3473.74,3699.3,3948.52,4073.55,4148.58,4374.61,4774.77,5199.11,5599.08,5948.72,6223.42,6624.49,7098.22,7323.44,7425.06,7546.29,7626.7,7698.73,7721.86,7699.76,7774.88,8048.69,8426.26,8447.34,8095.2,7975.88,8225.4,8448.38,8550.25,8749.95,9001.95,9327.01,9851.56,10251.24,10323.24,10503.35,11055.75,11627.81,11945.74,12108.36,12475.42,12883.98,12864.71,12710.32,12754.26,12723.12,12479.3,12417.79,12569.65,12803.84,13104.77,13999.41,15516.97,16285.11,16342.8,16750.4,17579.97,18652.73,19826.44,20771.96,21395.87,22213.5,23407.88,24462.89,25283.58,26594.46,27819.61,28340.38,28512.9,28615.27,28596.37,29968.59,33541,36743.72,38199.15,38877.72,39949.81,41635.04,43139.15,44134.22,44951.21,45696.81,46481.08,46591.96,46082.6
